sample_id,Comp_14,Comp_0,Comp_13,Comp_12,Comp_10,Comp_15,Comp_1,Comp_8,Comp_4,Comp_11,Comp_7,Comp_9,Comp_3,Comp_2,Comp_6,Comp_5
LIHC-TCGA-BC-A5W4-01A-31-A645-42-X033-S05,0.28613853203129186,0.0,0.0,0.09122608681484784,0.06641966480742205,0.0,0.0,0.0,0.0,0.0,0.007909658859537006,0.0068937320140669365,0.5309929012553721,0.0,0.0,0.010419418284559527
LIHC-TCGA-CC-A123-01A-22-A645-42-X032-S07,0.0,0.0,0.12442849064315284,0.14381720613608362,0.03795967443194481,0.0,0.0,0.0,0.0,0.3243091248062418,0.0,0.0,0.3655456480204598,0.0023310799436293875,0.0,0.001608771799806221
LIHC-TCGA-DD-AAC8-01A-21-A646-42-X025-S06,0.0,0.07349006138223511,0.005733710108990855,0.14853874977163736,0.03010120695770599,0.2717881931566693,0.0,0.0,0.0,0.0,0.03962319941575733,0.0,0.4231782284833448,0.0,0.007546645748263016,0.0
LIHC-TCGA-LG-A9QC-01A-31-A645-42-X031-S08,0.0,0.0,0.0,0.0,0.000929435813087799,0.0,0.0,0.0,0.48113948523491146,0.0,0.0,0.0,0.5063771040157085,0.0,0.00603883582104282,0.005515132240426857
LIHC-TCGA-BC-A10W-01A-31-A645-42-X042-S04,0.0188485378472048,0.0,0.26349017174370326,0.02541700995531679,0.02217437575583881,0.13168161671968348,0.1046790688157921,0.0,0.002267549839206398,0.12499761788512763,0.0,0.0,0.27190626230177795,0.031390338034585956,0.0031474472488019108,0.0
STAD-TCGA-BR-A4J5-01A-31-A646-42-X037-S09,0.0,0.0,0.0,0.0,0.1812019928121152,0.0,0.0,0.0,0.12229884664001807,0.0,0.0,0.0,0.0,0.6719948276374024,0.0,0.024504320083844858
STAD-TCGA-BR-A4J9-01A-31-A646-42-X030-S04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01192359262049218,0.4828610901112598,0.0,0.0,0.0,0.0,0.505215307552597,0.0,0.0
STAD-TCGA-HF-A5NB-01A-31-A644-42-X026-S07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012498872361483792,0.0,0.0,0.48446853126416617,0.0,0.0,0.5012570795440786,0.0,0.013024490569870094
STAD-TCGA-BR-A452-01A-41-A644-42-X039-S10,0.0,0.0,0.0,0.0,0.0877907023573111,0.0,0.0,0.0,0.0,0.0,0.39814607565482363,0.0,0.0,0.4888873286607025,0.0,0.025175882216444862
STAD-TCGA-CD-A48C-01A-31-A646-42-X024-S08,0.0,0.0,0.19896044237236313,0.0,0.0,0.13583944729188074,0.02760748394683276,0.18103730570856272,0.0,0.008381413135633774,0.13203232169546386,0.0,0.008688950838303918,0.29012663613058437,0.013880487786629451,0.0034455043975390415
STAD-TCGA-VQ-A8PJ-01A-31-A645-42-X042-S05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18379919355472749,0.0,0.006655669558864854,0.35797358226821047,0.0,0.04819305198340392,0.3857124236021219,0.0176660700337098,0.0
LUAD-TCGA-44-6146-01A-41-A602-42-X003-S11,0.0,0.05718113427519846,0.0,0.0,0.16883470702153192,0.0,0.0,0.0,0.0,0.0,0.0,0.07197914383971075,0.0,0.540648720005926,0.14241405248785288,0.018942229741402843
STAD-TCGA-BR-A4J2-01A-11-A646-42-X036-S11,0.0,0.0,0.0,0.0,0.4652058908962688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4815899964804052,0.0,0.05320410079138369
STAD-TCGA-VQ-A91E-01A-11-A646-42-X035-S12,0.0,0.0,0.0,0.0,0.0,0.022219091564344855,0.0,0.0,0.0,0.428209525156936,0.0,0.0,0.0,0.4884783251689366,0.0,0.06109304554351547
ESCA-TCGA-L5-A4OE-01A-31-A616-42-X015-S05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14174761106449035,0.0,0.0,0.3312652044426836,0.0,0.0,0.4614250539503607,0.0,0.06556211631570354
CHOL-TCGA-ZH-A8Y7-01A-31-A617-42-X009-S05,0.0,0.0,0.0,0.0,0.0,0.07141984436701922,0.17251610211820947,0.0,0.0,0.01565815145931961,0.0,0.0,0.0,0.5932035046237915,0.0,0.14720237680323678
LUAD-TCGA-NJ-A4YG-01A-12-A646-42-X030-S03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47052644876003447,0.0,0.00294258179868077,0.0,0.0,0.020078950876355247,0.5021591196921622,0.004292888718726303
LUAD-TCGA-L4-A4E6-01A-22-A602-42-X003-S02,0.0,0.0,0.0,0.0,0.0,0.0907201596003947,0.0,0.06960089460935513,0.1972516922000405,0.0,0.0,0.0,0.0,0.0,0.6200576984435547,0.0223695425894044
LUAD-TCGA-MP-A4SV-01A-22-A602-42-X004-S01,0.2757732152127625,0.21132870092438458,0.0,0.0,0.0,0.0,0.0,0.057640664967345684,0.0,0.0,0.07289655223620023,0.0,0.0,0.0,0.37174188929472346,0.010618969772117402
LUAD-TCGA-91-A4BD-01A-22-A646-42-X037-S01,0.0,0.0,0.0,0.0,0.24762228077668397,0.0,0.03816718260898597,0.0,0.01826419041568554,0.0,0.0,0.2422997492968337,0.00038616307052739065,0.0,0.4423602728560445,0.010900151857028197
LUAD-TCGA-44-A47F-01A-22-A602-42-X004-S02,0.0,0.054632849366220274,0.2703101724294085,0.0,0.21284797229191704,0.0,0.0,0.07489352849962755,0.0,0.0,0.03171974361416564,0.002358130246965538,0.01833908032382525,0.014993594730387647,0.31990492179188795,0.0
LUAD-TCGA-49-AARO-01A-22-A602-42-X002-S02,0.0,0.0,0.0,0.0,0.0,0.07446974329117988,0.0,0.14233761642803638,0.26534141936782685,0.0,0.0,0.0,0.0,0.0,0.4987989524166869,0.01905225760036489
LUAD-TCGA-44-3918-01A-51-A644-42-X033-S08,0.0,0.08610539097937091,0.0,0.0,0.0,0.0,0.0,0.0,0.0707204284331854,0.0,0.0,0.0,0.0,0.0,0.7588544717709511,0.08431969001850659
LUAD-TCGA-MP-A4T4-01A-22-A646-42-X039-S12,0.0,0.0,0.12849248139724526,0.0,0.0,0.12659210605072166,0.016910579338133214,0.23688091522036306,0.13198122896025138,0.0,0.0,0.0667648582560093,0.0,0.0,0.26864699527101615,0.023730828049987444
